t,node_id,ens,wind10m,precip,mslp
0,12001000400,4,6.132916129580449,5.271839406772078,1008.999489324014
0,12001000400,5,9.220118896177992,5.94243371942482,1012.5434929041386
0,12001000400,6,9.05602419063303,6.101619066312958,1010.563555326467
0,12001000400,7,13.028163797090372,5.609106749562641,1011.4977222579386
0,12001000400,8,9.451930886379728,5.257288035181986,1009.5684450395293
0,12001000400,9,7.131530724409661,5.675782178775676,1010.6891824330283
0,12001000500,0,8.498281888926716,5.198884800221237,1012.9088055935302
0,12001000500,1,6.067228071966384,5.143686174313343,1012.5167616410268
0,12001000500,2,7.961730357893408,4.634511220141757,1011.812408049634
0,12001000500,3,10.459314127832124,4.865308005828344,1013.6811763317668
0,12001000500,4,10.162822042194549,4.615137801241479,1010.577729042599
0,12001000500,5,6.607234091860375,5.203646269441552,1010.6350682866328
0,12001000500,6,6.540531507049359,5.182780431483148,1010.5001737296948
0,12001000500,7,5.4880610681773305,5.476240377355135,1007.6167969403716
0,12001000500,8,3.459517906932749,5.014949688170001,1010.7276574591044
0,12001000500,9,6.314056664450008,4.516850079527392,1009.5581914836392
0,12001000600,0,9.004463816556141,5.940779743403405,1007.7012679726136
0,12001000600,1,12.98169095108545,5.028136606648605,1008.565976557844
0,12001000600,2,7.413853124309648,5.720821670678129,1010.9342186502008
0,12001000600,3,11.979362098471093,6.259065581434745,1009.4098837022268
0,12001000600,4,7.955963653166156,5.423638893979185,1009.9941731134462
0,12001000600,5,9.525334686988744,5.557795572831451,1009.0352419470356
0,12001000600,6,11.260365793802736,6.563879750038616,1008.7137035294412
0,12001000600,7,12.358644533364618,6.055319369335596,1010.7922011372308
0,12001000600,8,8.86229624126473,5.8827855041328565,1009.9187985485664
0,12001000600,9,6.6955346910578974,5.8681796123022405,1011.3205704260306
0,12001000700,0,9.76442358140872,5.349080574390409,1010.7627417684588
0,12001000700,1,7.647507437489331,5.492870638635771,1011.1910554681966
0,12001000700,2,7.206841200115093,5.912122593071659,1010.7239934180776
0,12001000700,3,9.747196390059782,5.835703240101721,1011.0100843014928
0,12001000700,4,13.234706145270524,5.408478625728479,1009.8118254239134
0,12001000700,5,5.7374292992227085,5.682103728960487,1011.0084484828365
0,12001000700,6,10.760833991364478,5.710980197662402,1009.0126461142696
0,12001000700,7,11.410817011242353,5.607858682663345,1011.2785497470004
0,12001000700,8,8.371025544689905,5.885603623597458,1008.9367775951916
0,12001000700,9,10.20972585969765,5.859353956481037,1013.3712453594688
0,12001000806,0,9.95320995799228,4.263921314885719,1011.437115018566
0,12001000806,1,14.64365848209834,5.164334054377303,1011.1902695330394
0,12001000806,2,9.87731071795405,5.296141682682436,1006.997655943893
0,12001000806,3,9.153597606451113,4.909309599253088,1011.1581867089004
0,12001000806,4,10.122475385225902,5.262320387829963,1008.2157932030256
0,12001000806,5,9.192708838327125,5.072259317146105,1010.8312386893456
0,12001000806,6,11.081399220035314,4.54012947920095,1011.7015156517066
0,12001000806,7,13.962434157903571,4.625934757886357,1012.2704713080072
0,12001000806,8,10.956157029330331,4.780025890030976,1009.7075414278856
0,12001000806,9,10.18411047125949,4.877667337659712,1009.116133020118
0,12001000808,0,13.987822105902358,4.978567508027253,1009.93330887083
0,12001000808,1,11.74998967568927,5.7418999037879015,1010.097166724632
0,12001000808,2,10.197657831533643,5.7058170618021045,1012.6269474475292
0,12001000808,3,12.663705470378188,4.54674318677157,1008.6574111093394
0,12001000808,4,13.971637360182118,5.452773334355582,1010.416744547432
0,12001000808,5,11.699298709505296,5.104592548218285,1009.7064412246892
0,12001000808,6,11.988132502749872,4.989826642344624,1009.9814539813026
0,12001000808,7,12.145648377205896,6.644401536564882,1010.6288333202524
0,12001000808,8,9.666159012588452,5.290505900046755,1010.3022436469524
0,12001000808,9,9.362024736982596,4.86791698359113,1010.666363283166
0,12001000809,0,12.60973090065699,5.017216581861208,1010.0625289017236
0,12001000809,1,12.022792947739172,5.663222614081548,1008.4697941834504
0,12001000809,2,13.7695171564669,5.536832340564371,1009.999475086358
0,12001000809,3,10.464615945013822,4.170069753882291,1008.7381773909564
0,12001000809,4,10.334571681683403,5.692237323492301,1007.985862462604
0,12001000809,5,12.08157599009983,6.184679124815639,1009.6001753065284
0,12001000809,6,14.300838939714884,5.122713838745646,1008.954178304748
0,12001000809,7,13.706230431610468,5.268269652123765,1010.8027965225828
0,12001000809,8,13.769965458533692,5.60398584280923,1010.8227335007564
0,12001000809,9,11.234236976434358,5.770292922062882,1010.5007723487812
0,12001000901,0,7.656344749149957,5.348101053534656,1008.7585770102456
0,12001000901,1,7.209478113140445,5.606373200344439,1009.1767518144386
0,12001000901,2,11.52503052918733,5.684798359396319,1011.23481497071
0,12001000901,3,13.34775092415563,4.892493565592178,1011.5336416944532
0,12001000901,4,8.240577631414617,5.84039237593208,1009.2478165504104
0,12001000901,5,11.188302371545188,6.238373723336198,1009.3417401511664
0,12001000901,6,12.790020157524191,4.963795786001828,1011.1596704757652
0,12001000901,7,9.503131335393444,5.861233883964284,1012.1633128902956
0,12001000901,8,11.41459977013149,6.512963679824314,1009.9489455446316
0,12001000901,9,10.636833788918882,5.66171764209506,1010.6678020293876
0,12001000902,0,6.836776703118479,5.7327622431795175,1012.18656555814
0,12001000902,1,9.50244465291734,5.120170004582158,1012.2075828125164
0,12001000902,2,10.660072680067792,5.484403508165121,1006.4507701291524
0,12001000902,3,10.16646374581304,5.319738637581295,1011.5853435371606
0,12001000902,4,9.509193277337852,5.26542732694682,1010.8890971257712
0,12001000902,5,10.121384717659646,4.475480041415193,1010.2429024202412
0,12001000902,6,8.137879805956638,5.06903739855346,1008.1116092159212
0,12001000902,7,5.385143367907363,4.8119612951653705,1011.1230694119016
0,12001000902,8,11.825900167249904,5.317340816083791,1012.9041957295212
0,12001000902,9,13.83672086482779,5.330685532009109,1009.8995351799828
0,12001001000,0,11.099582591828678,5.259345956253995,1011.022509964133
0,12001001000,1,6.309226653618224,5.84343180332142,1009.1091496726556
0,12001001000,2,13.345059059001544,5.604151409636657,1009.1576134198068
0,12001001000,3,8.940072116752091,5.141709638572945,1008.8561232761944
0,12001001000,4,9.67523219403187,5.654315737598603,1010.5779165388728
0,12001001000,5,5.851947011779004,5.604388016058066,1010.4267464406148
0,12001001000,6,7.834841854754217,6.037258125605106,1011.1557876144124
0,12001001000,7,10.76453535030396,6.093100071127276,1009.9555720221404
0,12001001000,8,6.183528348548858,5.187449790748834,1012.2971744315594
0,12001001000,9,5.340387162707577,5.399037840076645,1009.9742301624372
0,12001001100,0,10.481461281751878,5.631680921569618,1007.072354543413
0,12001001100,1,9.474503053566098,5.356657517654571,1008.62641175487
0,12001001100,2,12.000813855513432,4.514541489416792,1010.689015443672
0,12001001100,3,8.59583352796448,5.2552379719067615,1011.1255502112692
0,12001001100,4,7.961287329674454,4.964068012095241,1010.4006997811506
0,12001001100,5,7.432088571880453,5.581860486027122,1009.5483654740524
0,12001001100,6,8.208907170280927,4.928534315215416,1009.8564119198404
0,12001001100,7,10.193967620322862,5.231081045880433,1008.9176926235208
0,12001001100,8,9.390567594663958,5.55480143033341,1008.9346359370144
0,12001001100,9,6.709452197291183,5.228933471967831,1008.2571072606834
0,12001001201,0,6.538663095601223,5.3242901047117135,1011.0357562466444
0,12001001201,1,7.884694163004572,5.480547651444167,1010.7797976796692
0,12001001201,2,8.829181209959563,5.491193315258722,1011.6398832506744
0,12001001201,3,8.417324717483154,4.711899354442096,1012.7738615668022
0,12001001201,4,5.678774016689267,5.835187344819284,1011.1587201423
0,12001001201,5,10.476376873016784,5.5953605039938825,1010.902473496526
0,12001001201,6,9.456038145763635,5.57022873632092,1012.7113218666856
0,12001001201,7,8.165706743935267,5.367967611062306,1009.692607471408
0,12001001201,8,9.779094386802324,4.960880784902473,1009.8538187190156
0,12001001201,9,6.941460438351152,5.5221894830257305,1009.9001867535388
0,12001001202,0,10.993177455287332,5.851339847531218,1010.84828850769
0,12001001202,1,10.618793047270646,5.1420701958876105,1009.1131096817934
0,12001001202,2,10.838177422063326,5.281982245272774,1009.4932385814272
0,12001001202,3,10.376116219084384,4.936664946660422,1009.7228664991976
0,12001001202,4,10.988545116592435,4.574447415960409,1009.011648984431
0,12001001202,5,9.620794848712892,5.522375100360345,1007.1215044871344
0,12001001202,6,10.420420164850317,5.044025714461212,1007.6340620755176
0,12001001202,7,8.388741139652938,5.249207578677265,1009.6898884121176
0,12001001202,8,11.59774054115064,5.42944765724468,1008.4935190875524
0,12001001202,9,10.405352097718993,5.201214912076465,1010.5577424168852
0,12001001203,0,11.818911749648612,5.223583817629947,1009.7620889637432
0,12001001203,1,11.391323494606494,5.133323321117454,1012.2337266343288
0,12001001203,2,12.26840903728346,4.594707110684528,1012.737016673222
0,12001001203,3,10.55669991733516,5.480982137398719,1011.8949157236952
0,12001001203,4,9.376430709063722,5.513859784013859,1010.5242210799972
0,12001001203,5,10.417974410468108,5.296007145271203,1010.7450892676148
0,12001001203,6,13.80700829149196,5.241671583221991,1011.8666957945331
0,12001001203,7,10.5587832033616,5.000296734503563,1013.1342864885308
0,12001001203,8,11.734354359007028,4.732628532709714,1012.37818184848
0,12001001203,9,5.971372422245813,4.652989017685582,1009.5576329831248
0,12001001400,0,6.939329137417267,5.391140548530213,1010.4577223661092
0,12001001400,1,10.727090408517544,4.19812058361457,1009.034393846479
0,12001001400,2,8.906979780209735,4.863707970135623,1009.697119194345
0,12001001400,3,11.778750307986869,4.712243218882291,1010.3163010650768
0,12001001400,4,11.109364911239236,5.092850594960973,1007.3101188678656
0,12001001400,5,12.873233419475772,5.240894796180818,1009.4428972065966
0,12001001400,6,10.847612193958456,5.020259556690393,1008.5281967218314
0,12001001400,7,13.159847327852658,4.462244519723262,1008.3877295487374
0,12001001400,8,7.191522393504851,4.687715242857513,1009.8231470538122
0,12001001400,9,12.951850071418546,3.792610053635341,1009.633490882592
0,12001001514,0,17.092973632987817,4.556468172009142,1011.6935724832952
0,12001001514,1,9.880200247611898,5.268849173218452,1010.0745637116842
0,12001001514,2,14.48405583424974,5.652004133177393,1010.4914422711356
0,12001001514,3,12.459916607002826,4.649169111515213,1009.243571296918
0,12001001514,4,11.467570692011371,4.612944863935929,1009.7714794952147
0,12001001514,5,13.111563564785763,4.261234048672945,1009.2929366556784
0,12001001514,6,11.813942225800648,4.623814950298711,1010.0942959398972
0,12001001514,7,10.2407465370126,6.350770087372911,1008.2766363613912
0,12001001514,8,10.205249214029784,5.42820804542605,1008.5724878275998
0,12001001514,9,12.391012629616814,4.455263282890747,1009.1198953952808
0,12001001515,0,9.330451942441671,5.562761521455227,1008.0257750083902
0,12001001515,1,11.162392921339984,5.162291209742195,1014.621792759234
0,12001001515,2,10.66085832204783,6.128705167593637,1011.9271408972596
0,12001001515,3,13.247387437392875,4.764565297056956,1009.1113721928388
0,12001001515,4,7.531726253540467,6.118795670096696,1012.3608771515144
0,12001001515,5,12.638285546948648,5.045594382326082,1012.7947116503772
0,12001001515,6,12.02621721214483,5.574594422064137,1010.072931132193
0,12001001515,7,10.68240627173197,5.434304077372766,1009.6562675658424
0,12001001515,8,6.800822272670733,4.676294318032809,1010.7883648012596
0,12001001515,9,11.896789227156075,4.68666466855262,1011.92237565168
0,12001001516,0,13.246781391323475,5.6856293811862,1008.5791127545492
0,12001001516,1,9.722175311621257,5.607066565865354,1010.4676661741696
0,12001001516,2,8.697196504006627,5.263333328978215,1013.1550605579648
0,12001001516,3,11.147513723888563,5.330073653185725,1011.0436661160992
0,12001001516,4,8.791072063633214,4.776232837622573,1009.0567053189768
0,12001001516,5,11.384166096975791,5.112450662534016,1008.4982522244984
0,12001001516,6,3.866815165133719,5.7165462076793085,1008.147332216226
0,12001001516,7,10.634198735907678,4.7047710913361644,1011.5846551389816
0,12001001516,8,9.029121785163971,5.312993193983715,1010.7591046108292
0,12001001516,9,7.233535169796855,4.964935292305376,1007.6438151159996
0,12001001517,0,12.95139022428978,4.94727325708018,1012.4569471518068
0,12001001517,1,10.212526052069226,5.147494742176331,1011.9520694885018
0,12001001517,2,11.848645572582166,5.975788874049286,1008.866586221227
0,12001001517,3,11.72544354317368,5.407931280533398,1010.7774721443752
0,12001001517,4,11.011765239521784,5.950665004343662,1010.3867501854872
0,12001001517,5,11.82190577686506,4.850818330195014,1011.924929701093
0,12001001517,6,7.745928852856652,4.544168257987386,1008.6871714917464
0,12001001517,7,11.07356244972038,5.033683631328748,1012.508762198094
0,12001001517,8,7.462650841944537,4.990517171160889,1012.155244769786
0,12001001517,9,12.3814893379453,5.497670487401519,1010.6755278248836
0,12001001519,0,9.988077975084812,4.498541995739263,1013.7886255621796
0,12001001519,1,8.172198983322854,5.139281617972248,1008.7074402294304
0,12001001519,2,8.198540762456993,4.88439526552334,1011.9728135830502
0,12001001519,3,11.331396914214253,4.614718693617725,1010.4882222991577
0,12001001519,4,7.897897920786731,5.082754696553543,1007.7313054199416
0,12001001519,5,8.205320166619927,4.570902064852155,1008.450349984454
0,12001001519,6,10.198707184013264,5.639781764613449,1009.2860948680274
0,12001001519,7,11.215619853916658,4.985589983826977,1008.3049128996902
0,12001001519,8,8.820710098241733,5.131471375153645,1010.0728387266886
0,12001001519,9,11.795715366860591,5.105979101843326,1009.5007563669354
0,12001001522,0,9.737086194646364,5.110867499704075,1007.1945028770429
0,12001001522,1,11.510461432142318,5.15817014946122,1008.9078578750732
0,12001001522,2,8.865124824847387,4.563553296658478,1008.8291446212868
0,12001001522,3,9.887349443709583,5.297946415122934,1007.966112725098
0,12001001522,4,11.710641847828596,6.258863237699894,1004.9970219246773
0,12001001522,5,12.088788790071266,5.265380688675387,1008.7451362319488
0,12001001522,6,10.51854325763396,5.634535427275484,1009.6296038962372
0,12001001522,7,10.021803906124136,5.760302398851038,1012.4108627343865
0,12001001522,8,11.566558113733263,5.527488046175322,1009.8104820946876
0,12001001522,9,12.95187261326054,6.000052972591397,1009.199218249602
0,12001001605,0,9.682128702285578,4.667238117407475,1007.9910099664522
0,12001001605,1,9.063941435453176,3.948851438210858,1008.825810665046
0,12001001605,2,12.966968447998775,4.438329214112047,1011.4648025248893
0,12001001605,3,11.606918721188483,4.382635261532259,1010.2813805214696
0,12001001605,4,10.34401980252954,4.042043763800647,1006.548597606512
0,12001001605,5,13.02297734841367,3.9086735480678976,1008.925684758388
0,12001001605,6,6.127650521126692,4.787466727496827,1012.2623031833126
0,12001001605,7,8.28381594824765,4.27639618965124,1009.6983207370628
0,12001001605,8,10.427143588998616,4.1353133472857,1007.5640308674652
0,12001001605,9,10.561531518394732,3.863365119067138,1007.7770283780882
0,12001001701,0,10.387834409566524,4.891105656256781,1010.0856486610768
0,12001001701,1,4.946558724391747,5.002914073607838,1011.7769712176196
0,12001001701,2,7.168871223431287,5.164560588001522,1012.5779172942996
0,12001001701,3,11.14982498334881,4.4435520878276975,1009.878697472838
0,12001001701,4,7.830337568378104,4.6599298594102265,1009.603581071232
0,12001001701,5,12.419125495775544,4.23794974784612,1008.202276935993
0,12001001701,6,11.654504575274668,4.575535630047991,1010.392956069524
0,12001001701,7,9.065846039891264,4.9658448172880245,1009.906012034348
0,12001001701,8,8.79719990509824,4.152664534164252,1011.6822809838244
0,12001001701,9,12.679518558042032,4.641495743373779,1011.698447940333
0,12001001702,0,11.65544337577214,5.339778145340243,1007.9175636845204
0,12001001702,1,8.940836725590636,5.237817616320381,1011.6679597434064
0,12001001702,2,10.580845428826295,5.481056338068965,1010.4886273491506
0,12001001702,3,12.49699224203127,4.6124941536615545,1012.0349806480078
0,12001001702,4,10.954431642085895,5.585436472704081,1012.5221393216513
0,12001001702,5,8.081665011396435,5.269569104429944,1008.2532160070608
0,12001001702,6,11.385065377814987,6.058125376453469,1010.9147432245236
0,12001001702,7,9.206851415307812,5.404720189909839,1010.6666217248732
0,12001001702,8,10.589829220727308,5.438887281483636,1009.2781043853986
0,12001001702,9,9.886094922277952,4.768888871916558,1010.0234855545676
0,12001001802,0,11.579970655506209,6.412162619601667,1010.8549884460654
0,12001001802,1,9.904366188840838,5.233493994367705,1010.8685400182248
0,12001001802,2,5.893239549170007,5.321928327720438,1010.9328842771358
0,12001001802,3,11.891394619006256,5.33388614771274,1011.6714290317424
0,12001001802,4,11.47066906069966,5.632186525329249,1011.1004119084282
0,12001001802,5,7.160673837825939,5.4820766433729125,1012.5214687582356
0,12001001802,6,6.971313309929588,5.811505154263337,1010.1632655003916
0,12001001802,7,11.528972298467156,5.313363331298895,1012.882161877464
0,12001001802,8,9.047466220493671,5.200872529864087,1009.5279910776552
0,12001001802,9,10.220431014716237,5.643529777107556,1011.5953598357478
0,12001001803,0,9.588086188356437,5.544996472626942,1007.077703296632
0,12001001803,1,6.85385702748826,4.813776983866404,1012.0651905311142
0,12001001803,2,12.996313234677649,5.182277264499934,1011.920451311231
0,12001001803,3,8.060950605693291,5.643020822050435,1010.95273155127
0,12001001803,4,10.251712194623236,5.182694128631662,1009.039579642825
0,12001001803,5,9.05781867979052,5.141117801968307,1011.889947916576
0,12001001803,6,10.781832330223551,5.460628458352249,1010.0985458325648
0,12001001803,7,10.571690111011014,4.83133787288936,1010.0483516755344
0,12001001803,8,10.098600565514236,5.227629245913309,1009.1450025783092
0,12001001803,9,8.158207066441589,5.557748923979176,1010.4357946260216
0,12001001811,0,14.596833725537454,4.333129576089691,1008.019893017962
0,12001001811,1,10.796245231172929,5.29509213637657,1008.7726514548864
0,12001001811,2,9.327393733958717,3.385707713263868,1008.3330253648614
0,12001001811,3,9.635096589997229,3.625861016777702,1009.787923024705
0,12001001811,4,13.774243657104869,3.3871365708944547,1009.2868789697688
0,12001001811,5,11.137105652505015,4.018118594367199,1006.0384639131828
0,12001001811,6,7.842194912602746,3.6729030038111032,1008.9280344419494
0,12001001811,7,8.183875965357535,3.997170075810609,1008.5088536318756
0,12001001811,8,12.430564484038594,3.987958482384112,1008.2612778684974
0,12001001811,9,10.279570605528098,3.8183163052761975,1009.764920611462
0,12001001813,0,11.976397885565357,5.62753901164249,1011.1245789463256
0,12001001813,1,10.0090539643885,4.990206835758679,1010.5721285036948
0,12001001813,2,12.287645661869105,4.693903220412459,1010.1840336348396
0,12001001813,3,10.036635012538238,4.925890197301327,1011.34105465968
0,12001001813,4,10.81096813927316,5.408529717024912,1009.1080083394976
0,12001001813,5,7.648627088950614,5.7661421192860285,1012.11786306876
0,12001001813,6,12.726272627547116,4.912520561010961,1009.3147801701044
0,12001001813,7,10.993822653555844,4.207814264464773,1011.753002758447
0,12001001813,8,12.014722919483562,4.836291017360657,1010.4881540819424
0,12001001813,9,12.678146549657988,4.76572080953534,1011.131192936925
0,12001001815,0,10.712443866819822,5.788073426085782,1009.4106587162128
0,12001001815,1,12.178379382326268,5.356667706272971,1010.4423266577328
0,12001001815,2,8.662257218220647,4.921394482437421,1011.2279720893108
0,12001001815,3,11.282033620710518,4.754253239077311,1009.3063584683604
0,12001001815,4,10.523839785838325,4.982660281468021,1009.6581762234742
0,12001001815,5,9.761726667224366,5.300454708017027,1008.55204915178
0,12001001815,6,9.197107824992376,5.176262226356891,1009.4812807854454
0,12001001815,7,8.067384174481857,6.1688431193402335,1008.8081411619752
0,12001001815,8,8.058445950747517,5.67481439002602,1010.6485621878936
0,12001001815,9,10.911587309972626,4.649998102078761,1007.5294857912754
0,12001001816,0,12.549408697010508,4.945326844792588,1008.1660890696622
0,12001001816,1,8.566374093916803,4.612077378376553,1010.273695092982
0,12001001816,2,9.535541623917071,3.899137144684887,1012.868521338728
0,12001001816,3,12.228093523666288,5.194818469035701,1009.8063629364732
0,12001001816,4,12.782403664520356,5.386520618838515,1010.3854444187452
0,12001001816,5,12.626507063599629,4.425622907333804,1010.2279489459931
0,12001001816,6,13.214530901314417,4.25230766611383,1008.6895380469132
0,12001001816,7,11.2257081193943,5.291602568925025,1009.8271974908172
0,12001001816,8,7.731277915275799,4.72371443085563,1009.1512229623291
0,12001001816,9,12.0445088074697,4.844797595338142,1008.5217937318382
0,12001001817,0,10.864476785301244,5.013103210403399,1009.2644733127956
0,12001001817,1,11.288831618646295,4.909264045645927,1009.3596697240348
0,12001001817,2,8.806644620897467,4.233399195911532,1009.4892300155084
0,12001001817,3,13.984654090969729,4.279573876364579,1012.0686163357728
0,12001001817,4,11.380389129030478,4.942628081259895,1010.6442757151732
0,12001001817,5,9.215820220140271,4.939337901634784,1013.1529318496358
0,12001001817,6,10.955152970712067,5.061846350086446,1009.2150946655454
0,12001001817,7,12.519302178046338,4.731463129757511,1009.5340343841935
0,12001001817,8,11.855159676556225,5.032544990633381,1008.7395573578194
0,12001001817,9,12.402797324723569,4.44535763644999,1010.6988072411956
0,12001001818,0,11.445171429308775,4.484141447008545,1008.4566024102772
0,12001001818,1,11.743516847759707,4.225711277029406,1009.3592267620866
0,12001001818,2,8.313253263088184,3.719816361267836,1011.4191829274736
0,12001001818,3,10.793219841237772,3.467113265333378,1011.4861536517642
0,12001001818,4,12.324781005856188,3.489417814696653,1008.5439017550842
0,12001001818,5,8.131705664914946,4.310817375744406,1011.330963716475
0,12001001818,6,13.259520158781276,4.4059769453967474,1010.1251634931896
0,12001001818,7,11.420975777458992,3.991372099687737,1011.3838624317816
0,12001001818,8,7.745109266070862,3.9786417541363934,1007.9942945684784
0,12001001818,9,12.15807481763684,3.972525070987121,1010.2803671658264
0,12001001819,0,12.877460628421858,5.045435826782745,1010.184492777543
0,12001001819,1,12.593545482866062,5.144002865830331,1012.0036153251356
0,12001001819,2,9.560252475060048,5.796436576041427,1012.3118458849204
0,12001001819,3,10.871294964948923,5.25805638036906,1011.0514233402027
0,12001001819,4,9.287174941966123,4.393286708938598,1010.0232362488564
0,12001001819,5,8.90381918622159,6.00590522513659,1009.074933689747
0,12001001819,6,15.446672145787986,5.175145023232088,1009.6481447187216
0,12001001819,7,9.745079061272914,5.336429066652149,1009.2308115216224
0,12001001819,8,10.6559015360762,5.365587051357124,1010.669434152352
0,12001001819,9,11.240806179959767,4.820360687483606,1010.7620055520496
0,12001001902,0,11.415862930960143,4.584000916667321,1010.3728586025954
0,12001001902,1,8.234182657063904,5.500188045914514,1009.844269640396
0,12001001902,2,9.794961227841082,4.882492611985881,1011.037865442564
0,12001001902,3,9.251673928758825,5.681442957916683,1010.903038512375
0,12001001902,4,12.265020026229704,4.14350880542481,1008.1044044705768
0,12001001902,5,7.328911804296782,4.389876081857821,1009.300939687346
0,12001001902,6,11.2519862677757,4.412238233646092,1009.2649609435044
0,12001001902,7,11.268256096732102,5.360122789105361,1010.2582285640458
0,12001001902,8,7.42780003890576,5.955642068201973,1008.4944828164256
0,12001001902,9,10.77507329812214,4.9920396141383705,1009.908335024522
0,12001001907,0,7.564947701881802,3.9362982875893233,1009.263790102057
0,12001001907,1,7.045962550337296,4.843688547052278,1009.8269532421224
0,12001001907,2,10.07370607860691,4.654106925092282,1009.368282762158
0,12001001907,3,7.862348638855304,4.465752961211854,1008.7013745315418
0,12001001907,4,12.530555667204355,4.0427342519786285,1009.6526381442524
0,12001001907,5,7.263832950890485,4.077247833522269,1009.20323241426
0,12001001907,6,1.937448861749324,4.997179589073009,1008.3897741386924
0,12001001907,7,7.518655014120251,4.20798593536911,1011.019853198582
0,12001001907,8,8.962796132453539,3.984256479883776,1010.3136530390736
0,12001001907,9,8.585790895562422,4.398591710399168,1012.150560092914
0,12001001908,0,13.564866329891622,4.409949158436995,1007.947136456786
0,12001001908,1,13.41021709207071,5.022609109907309,1010.9461910085806
0,12001001908,2,10.641478580135086,4.109192394273072,1011.0362194422572
0,12001001908,3,17.103761615180737,3.948086572136764,1008.0168353133008
0,12001001908,4,11.888709376839628,4.466571789307608,1013.0176178599048
0,12001001908,5,12.58946402777918,4.826664618153524,1010.0910234799036
0,12001001908,6,14.256528844842254,4.727066830805218,1010.8446486923458
0,12001001908,7,11.697742598939485,3.8278172850652994,1006.7684637547216
0,12001001908,8,9.504625886988284,4.580794991368545,1010.8029138570066
0,12001001908,9,9.126704789880636,3.957341931525266,1010.820407435662
0,12001002001,0,8.478824547079334,4.426900086100689,1009.2009881891964
0,12001002001,1,7.164266357149156,4.270679673849903,1009.5784944580234
0,12001002001,2,10.390396245105464,4.317583622537679,1011.7292521931488
0,12001002001,3,10.47602012322556,4.406338929136425,1010.4764883773346
0,12001002001,4,5.086987811896774,4.99542911895314,1010.1068683332549
0,12001002001,5,7.2965970006304754,3.4112709999275213,1011.5375381160566
0,12001002001,6,11.220633004313605,4.587327111044866,1009.0621241395884
0,12001002001,7,8.31265562273224,3.9958347141946167,1011.8581183380124
0,12001002001,8,10.817169016027258,4.550070103435833,1009.2358541215052
0,12001002001,9,11.765775761791144,4.463003565706926,1011.0735282874432
0,12001002002,0,9.653397729928232,5.7158649306366325,1010.2703124719734
0,12001002002,1,10.38477130088416,5.7085877336574855,1008.825711771188
